defect_id,lot_id,wafer_id,tool_id,process_step,defect_type,defect_density,x_coord_mm,y_coord_mm,timestamp
D-0003101,W2403-0361,W2403-0361-W02,DEP-02,deposition,patterning_defect,0.4651,-122.97,-148.61,2024-03-01T19:01:46
D-0003102,W2403-0362,W2403-0362-W06,ETCH-02,etch,etch_pit,0.0665,100.85,-55.36,2024-03-01T21:47:03
D-0003103,W2403-0362,W2403-0362-W24,ETCH-02,etch,etch_pit,0.0426,4.92,110.07,2024-03-01T23:31:03
D-0003104,W2403-0362,W2403-0362-W21,ETCH-02,etch,bridge,0.0265,116.47,126.51,2024-03-01T23:35:03
D-0003105,W2403-0362,W2403-0362-W09,ETCH-02,etch,bridge,0.0313,144.07,86.03,2024-03-01T23:16:03
D-0003106,W2403-0362,W2403-0362-W14,ETCH-02,etch,etch_pit,0.0298,104.53,134.59,2024-03-01T23:40:03
D-0003107,W2403-0363,W2403-0363-W19,DIFF-01,diffusion,bridge,0.0312,-48.97,-105.3,2024-03-02T02:17:09
D-0003108,W2403-0363,W2403-0363-W23,DIFF-01,diffusion,patterning_defect,0.056,94.81,-128.19,2024-03-02T02:26:09
D-0003109,W2403-0363,W2403-0363-W01,DIFF-01,diffusion,scratch,0.0491,-135.61,90.65,2024-03-02T02:32:09
D-0003110,W2403-0363,W2403-0363-W22,DIFF-01,diffusion,etch_pit,0.0362,-32.26,142.07,2024-03-02T03:11:09
D-0003111,W2403-0363,W2403-0363-W19,DIFF-01,diffusion,etch_pit,0.0481,39.89,-88.75,2024-03-02T02:54:09
D-0003112,W2403-0364,W2403-0364-W01,LIT-02,litho,particle,0.2659,-84.94,-53.21,2024-03-02T09:12:26
D-0003113,W2403-0364,W2403-0364-W12,LIT-02,litho,particle,0.4366,8.38,-86.31,2024-03-02T07:52:26
D-0003114,W2403-0364,W2403-0364-W01,LIT-02,litho,etch_pit,0.4278,50.27,80.02,2024-03-02T09:20:26
D-0003115,W2403-0364,W2403-0364-W06,LIT-02,litho,particle,0.2464,-9.73,67.41,2024-03-02T08:40:26
D-0003116,W2403-0364,W2403-0364-W16,LIT-02,litho,particle,0.3891,-130.98,-123.61,2024-03-02T09:24:26
D-0003117,W2403-0364,W2403-0364-W18,LIT-02,litho,scratch,0.2299,-101.34,-94.66,2024-03-02T09:29:26
D-0003118,W2403-0364,W2403-0364-W13,LIT-02,litho,etch_pit,0.4157,20.86,-111.04,2024-03-02T08:30:26
D-0003119,W2403-0364,W2403-0364-W15,LIT-02,litho,particle,0.3496,26.3,138.69,2024-03-02T09:17:26
D-0003120,W2403-0364,W2403-0364-W04,LIT-02,litho,scratch,0.4415,121.95,-74.96,2024-03-02T08:10:26
D-0003121,W2403-0364,W2403-0364-W17,LIT-02,litho,particle,0.2836,57.64,82.99,2024-03-02T06:27:26
D-0003122,W2403-0364,W2403-0364-W16,LIT-02,litho,particle,0.3896,38.13,75.64,2024-03-02T09:09:26
D-0003123,W2403-0364,W2403-0364-W12,LIT-02,litho,particle,0.2075,-21.66,-136.83,2024-03-02T06:34:26
D-0003124,W2403-0364,W2403-0364-W15,LIT-02,litho,particle,0.3903,53.86,-59.19,2024-03-02T08:40:26
D-0003125,W2403-0364,W2403-0364-W24,LIT-02,litho,particle,0.4422,91.05,-81.06,2024-03-02T08:37:26
D-0003126,W2403-0364,W2403-0364-W25,LIT-02,litho,particle,0.2533,128.05,-51.09,2024-03-02T07:37:26
D-0003127,W2403-0365,W2403-0365-W10,DEP-03,deposition,etch_pit,0.0596,-6.2,4.19,2024-03-02T12:44:19
D-0003128,W2403-0365,W2403-0365-W01,DEP-03,deposition,scratch,0.0793,16.12,95.11,2024-03-02T11:09:19
D-0003129,W2403-0365,W2403-0365-W22,DEP-03,deposition,etch_pit,0.0743,-72.61,71.33,2024-03-02T10:28:19
D-0003130,W2403-0365,W2403-0365-W14,DEP-03,deposition,void,0.0515,73.34,0.77,2024-03-02T11:15:19
D-0003131,W2403-0366,W2403-0366-W09,LIT-01,litho,etch_pit,0.0541,47.38,119.5,2024-03-02T17:02:51
D-0003132,W2403-0366,W2403-0366-W19,LIT-01,litho,scratch,0.026,-93.52,37.43,2024-03-02T15:50:51
D-0003133,W2403-0366,W2403-0366-W21,LIT-01,litho,etch_pit,0.0449,102.73,96.8,2024-03-02T14:31:51
D-0003134,W2403-0366,W2403-0366-W14,LIT-01,litho,bridge,0.0725,-111.99,-41.24,2024-03-02T14:44:51
D-0003135,W2403-0366,W2403-0366-W21,LIT-01,litho,particle,0.0204,133.38,47.2,2024-03-02T15:34:51
D-0003136,W2403-0366,W2403-0366-W13,LIT-01,litho,scratch,0.0117,29.92,116.68,2024-03-02T14:54:51
D-0003137,W2403-0367,W2403-0367-W13,LIT-02,litho,void,0.0875,142.58,-140.25,2024-03-02T20:43:23
D-0003138,W2403-0367,W2403-0367-W21,LIT-02,litho,bridge,0.0743,-67.0,87.87,2024-03-02T18:26:23
D-0003139,W2403-0367,W2403-0367-W06,LIT-02,litho,bridge,0.0267,-100.32,-113.99,2024-03-02T20:51:23
D-0003140,W2403-0367,W2403-0367-W20,LIT-02,litho,void,0.0175,141.96,-51.75,2024-03-02T18:16:23
D-0003141,W2403-0367,W2403-0367-W10,LIT-02,litho,particle,0.0163,133.32,-107.27,2024-03-02T18:20:23
D-0003142,W2403-0367,W2403-0367-W25,LIT-02,litho,patterning_defect,0.0783,129.12,-111.36,2024-03-02T18:25:23
D-0003143,W2403-0368,W2403-0368-W17,CMP-01,cmp,etch_pit,0.0725,-139.31,-78.22,2024-03-02T22:21:22
D-0003144,W2403-0368,W2403-0368-W12,CMP-01,cmp,scratch,0.033,-15.41,123.74,2024-03-02T23:38:22
D-0003145,W2403-0368,W2403-0368-W15,CMP-01,cmp,etch_pit,0.0488,-15.77,-88.04,2024-03-03T01:34:22
D-0003146,W2403-0368,W2403-0368-W17,CMP-01,cmp,patterning_defect,0.022,98.65,-50.81,2024-03-03T01:01:22
D-0003147,W2403-0368,W2403-0368-W11,CMP-01,cmp,scratch,0.0764,-37.33,-123.78,2024-03-02T22:47:22
D-0003148,W2403-0368,W2403-0368-W16,CMP-01,cmp,particle,0.0643,78.88,110.36,2024-03-02T23:58:22
D-0003149,W2403-0369,W2403-0369-W05,DIFF-01,diffusion,bridge,0.0794,-119.66,-46.7,2024-03-03T04:02:22
D-0003150,W2403-0369,W2403-0369-W12,DIFF-01,diffusion,bridge,0.0648,81.65,84.47,2024-03-03T05:19:22
D-0003151,W2403-0369,W2403-0369-W24,DIFF-01,diffusion,particle,0.0824,27.34,-76.38,2024-03-03T04:41:22
D-0003152,W2403-0369,W2403-0369-W04,DIFF-01,diffusion,bridge,0.0682,105.01,35.93,2024-03-03T03:47:22
D-0003153,W2403-0369,W2403-0369-W09,DIFF-01,diffusion,etch_pit,0.0463,-118.21,89.16,2024-03-03T02:33:22
D-0003154,W2403-0369,W2403-0369-W23,DIFF-01,diffusion,etch_pit,0.051,-65.05,71.36,2024-03-03T05:32:22
D-0003155,W2403-0370,W2403-0370-W24,LIT-02,litho,particle,0.0558,46.01,-63.14,2024-03-03T09:35:25
D-0003156,W2403-0370,W2403-0370-W10,LIT-02,litho,particle,0.0834,-141.02,128.97,2024-03-03T08:18:25
D-0003157,W2403-0370,W2403-0370-W20,LIT-02,litho,patterning_defect,0.0377,-44.02,58.94,2024-03-03T09:51:25
D-0003158,W2403-0370,W2403-0370-W07,LIT-02,litho,void,0.0366,3.21,106.92,2024-03-03T08:42:25
D-0003159,W2403-0370,W2403-0370-W25,LIT-02,litho,etch_pit,0.0631,-15.9,82.24,2024-03-03T07:49:25
D-0003160,W2403-0370,W2403-0370-W15,LIT-02,litho,etch_pit,0.0462,-1.0,-2.04,2024-03-03T08:08:25
D-0003161,W2403-0371,W2403-0371-W06,CMP-02,cmp,void,0.0804,-113.99,-84.39,2024-03-03T12:12:22
D-0003162,W2403-0371,W2403-0371-W05,CMP-02,cmp,etch_pit,0.0689,93.05,-75.0,2024-03-03T12:50:22
D-0003163,W2403-0371,W2403-0371-W16,CMP-02,cmp,bridge,0.0114,-130.49,-64.06,2024-03-03T11:42:22
D-0003164,W2403-0371,W2403-0371-W12,CMP-02,cmp,bridge,0.0327,98.97,20.62,2024-03-03T13:26:22
D-0003165,W2403-0371,W2403-0371-W14,CMP-02,cmp,void,0.0312,65.45,117.0,2024-03-03T12:09:22
D-0003166,W2403-0371,W2403-0371-W14,CMP-02,cmp,particle,0.0642,-47.41,-23.31,2024-03-03T12:23:22
D-0003167,W2403-0371,W2403-0371-W04,CMP-02,cmp,scratch,0.0391,-83.14,119.69,2024-03-03T11:01:22
D-0003168,W2403-0371,W2403-0371-W25,CMP-02,cmp,void,0.0457,36.97,86.79,2024-03-03T11:54:22
D-0003169,W2403-0372,W2403-0372-W04,CMP-02,cmp,etch_pit,0.0829,144.75,-2.74,2024-03-03T17:15:18
D-0003170,W2403-0372,W2403-0372-W16,CMP-02,cmp,void,0.0258,-130.3,-64.66,2024-03-03T15:56:18
D-0003171,W2403-0372,W2403-0372-W04,CMP-02,cmp,bridge,0.0262,-118.24,121.11,2024-03-03T17:05:18
D-0003172,W2403-0372,W2403-0372-W02,CMP-02,cmp,particle,0.0326,-40.37,16.59,2024-03-03T17:44:18
D-0003173,W2403-0372,W2403-0372-W10,CMP-02,cmp,void,0.0598,-48.81,98.57,2024-03-03T16:13:18
D-0003174,W2403-0372,W2403-0372-W06,CMP-02,cmp,patterning_defect,0.0439,17.36,140.02,2024-03-03T15:16:18
D-0003175,W2403-0373,W2403-0373-W12,DIFF-02,diffusion,void,0.4319,-4.87,140.22,2024-03-03T21:10:49
D-0003176,W2403-0373,W2403-0373-W14,DIFF-02,diffusion,particle,0.2135,95.47,33.6,2024-03-03T21:09:49
D-0003177,W2403-0373,W2403-0373-W01,DIFF-02,diffusion,particle,0.4009,24.0,-140.07,2024-03-03T19:41:49
D-0003178,W2403-0373,W2403-0373-W25,DIFF-02,diffusion,scratch,0.2734,-125.32,-122.54,2024-03-03T19:19:49
D-0003179,W2403-0373,W2403-0373-W22,DIFF-02,diffusion,particle,0.2803,-101.71,37.47,2024-03-03T20:23:49
D-0003180,W2403-0373,W2403-0373-W15,DIFF-02,diffusion,particle,0.2558,16.68,115.38,2024-03-03T21:14:49
D-0003181,W2403-0373,W2403-0373-W20,DIFF-02,diffusion,scratch,0.2606,-128.57,53.63,2024-03-03T18:04:49
D-0003182,W2403-0373,W2403-0373-W17,DIFF-02,diffusion,particle,0.4409,5.26,1.84,2024-03-03T19:24:49
D-0003183,W2403-0373,W2403-0373-W21,DIFF-02,diffusion,scratch,0.4449,-139.04,-38.2,2024-03-03T21:10:49
D-0003184,W2403-0373,W2403-0373-W18,DIFF-02,diffusion,particle,0.2196,-116.81,101.68,2024-03-03T18:39:49
D-0003185,W2403-0373,W2403-0373-W02,DIFF-02,diffusion,particle,0.2713,-139.17,62.03,2024-03-03T20:50:49
D-0003186,W2403-0373,W2403-0373-W22,DIFF-02,diffusion,void,0.3769,131.25,-19.84,2024-03-03T20:02:49
D-0003187,W2403-0373,W2403-0373-W19,DIFF-02,diffusion,particle,0.4274,49.38,116.06,2024-03-03T20:14:49
D-0003188,W2403-0373,W2403-0373-W18,DIFF-02,diffusion,particle,0.3297,132.2,147.3,2024-03-03T18:11:49
D-0003189,W2403-0373,W2403-0373-W18,DIFF-02,diffusion,particle,0.2528,-60.45,134.87,2024-03-03T19:50:49
D-0003190,W2403-0374,W2403-0374-W04,ETCH-03,etch,bridge,0.3354,-14.06,-28.55,2024-03-04T01:31:51
D-0003191,W2403-0374,W2403-0374-W09,ETCH-03,etch,etch_pit,0.4452,71.27,13.02,2024-03-03T23:36:51
D-0003192,W2403-0374,W2403-0374-W17,ETCH-03,etch,void,0.272,-93.47,79.25,2024-03-04T00:11:51
D-0003193,W2403-0374,W2403-0374-W10,ETCH-03,etch,particle,0.2617,94.22,-57.53,2024-03-03T22:27:51
D-0003194,W2403-0374,W2403-0374-W09,ETCH-03,etch,particle,0.3765,79.42,78.97,2024-03-04T01:34:51
D-0003195,W2403-0374,W2403-0374-W16,ETCH-03,etch,scratch,0.3415,-77.59,27.98,2024-03-04T01:06:51
D-0003196,W2403-0374,W2403-0374-W11,ETCH-03,etch,scratch,0.4113,14.8,-16.8,2024-03-03T23:37:51
D-0003197,W2403-0374,W2403-0374-W09,ETCH-03,etch,void,0.2673,-33.33,-16.13,2024-03-03T22:42:51
D-0003198,W2403-0374,W2403-0374-W10,ETCH-03,etch,etch_pit,0.292,94.0,-84.27,2024-03-04T01:43:51
D-0003199,W2403-0374,W2403-0374-W19,ETCH-03,etch,void,0.3138,-121.63,-51.54,2024-03-04T01:46:51
D-0003200,W2403-0374,W2403-0374-W14,ETCH-03,etch,particle,0.403,-90.6,-65.81,2024-03-03T22:59:51
D-0003201,W2403-0374,W2403-0374-W21,ETCH-03,etch,particle,0.4423,77.18,103.37,2024-03-04T00:44:51
D-0003202,W2403-0374,W2403-0374-W13,ETCH-03,etch,particle,0.4874,-33.2,-24.35,2024-03-04T01:46:51
D-0003203,W2403-0374,W2403-0374-W17,ETCH-03,etch,particle,0.4713,48.06,11.26,2024-03-03T22:55:51
D-0003204,W2403-0374,W2403-0374-W19,ETCH-03,etch,bridge,0.2609,49.17,44.68,2024-03-04T01:05:51
D-0003205,W2403-0374,W2403-0374-W05,ETCH-03,etch,particle,0.3769,-108.06,120.19,2024-03-03T23:17:51
D-0003206,W2403-0374,W2403-0374-W15,ETCH-03,etch,particle,0.3561,17.28,-68.59,2024-03-03T23:59:51
D-0003207,W2403-0374,W2403-0374-W22,ETCH-03,etch,void,0.2771,-25.73,125.14,2024-03-04T01:20:51
D-0003208,W2403-0374,W2403-0374-W17,ETCH-03,etch,patterning_defect,0.3588,-76.11,127.62,2024-03-04T01:41:51
D-0003209,W2403-0374,W2403-0374-W11,ETCH-03,etch,particle,0.3278,89.42,116.06,2024-03-04T01:12:51
D-0003210,W2403-0374,W2403-0374-W25,ETCH-03,etch,particle,0.3318,95.19,123.98,2024-03-03T23:55:51
D-0003211,W2403-0374,W2403-0374-W15,ETCH-03,etch,scratch,0.3773,-148.37,115.23,2024-03-03T23:46:51
D-0003212,W2403-0375,W2403-0375-W24,IMP-02,implant,particle,0.0416,74.09,45.19,2024-03-04T03:11:03
D-0003213,W2403-0375,W2403-0375-W21,IMP-02,implant,scratch,0.0581,-84.98,-25.56,2024-03-04T03:02:03
D-0003214,W2403-0375,W2403-0375-W06,IMP-02,implant,void,0.0394,-117.0,137.71,2024-03-04T03:35:03
D-0003215,W2403-0375,W2403-0375-W07,IMP-02,implant,etch_pit,0.074,-96.08,-130.69,2024-03-04T02:43:03
D-0003216,W2403-0376,W2403-0376-W22,CMP-02,cmp,void,0.1532,-13.14,-119.27,2024-03-04T07:42:52
D-0003217,W2403-0376,W2403-0376-W05,CMP-02,cmp,particle,0.1391,39.21,-121.38,2024-03-04T08:23:52
D-0003218,W2403-0376,W2403-0376-W12,CMP-02,cmp,bridge,0.1789,90.73,-27.16,2024-03-04T08:48:52
D-0003219,W2403-0376,W2403-0376-W04,CMP-02,cmp,particle,0.138,104.96,-53.79,2024-03-04T08:27:52
D-0003220,W2403-0376,W2403-0376-W03,CMP-02,cmp,void,0.2187,122.91,99.22,2024-03-04T09:09:52
D-0003221,W2403-0376,W2403-0376-W19,CMP-02,cmp,void,0.2115,118.91,-26.59,2024-03-04T07:00:52
D-0003222,W2403-0377,W2403-0377-W16,DIFF-01,diffusion,bridge,0.0653,-134.81,-65.81,2024-03-04T11:00:32
D-0003223,W2403-0377,W2403-0377-W07,DIFF-01,diffusion,void,0.0101,-136.91,143.55,2024-03-04T13:31:32
D-0003224,W2403-0377,W2403-0377-W17,DIFF-01,diffusion,bridge,0.0162,96.4,-136.12,2024-03-04T11:40:32
D-0003225,W2403-0377,W2403-0377-W05,DIFF-01,diffusion,particle,0.0165,-69.35,-12.18,2024-03-04T12:54:32
D-0003226,W2403-0377,W2403-0377-W25,DIFF-01,diffusion,etch_pit,0.0336,98.9,-27.88,2024-03-04T12:45:32
D-0003227,W2403-0378,W2403-0378-W01,ETCH-03,etch,particle,0.2572,-143.35,-95.3,2024-03-04T16:33:57
D-0003228,W2403-0378,W2403-0378-W20,ETCH-03,etch,particle,0.4881,89.93,-84.76,2024-03-04T16:04:57
D-0003229,W2403-0378,W2403-0378-W07,ETCH-03,etch,particle,0.4838,-147.14,-4.77,2024-03-04T17:03:57
D-0003230,W2403-0378,W2403-0378-W24,ETCH-03,etch,void,0.2546,-137.04,-126.11,2024-03-04T16:28:57
D-0003231,W2403-0378,W2403-0378-W25,ETCH-03,etch,particle,0.469,-107.3,-29.37,2024-03-04T16:26:57
D-0003232,W2403-0378,W2403-0378-W15,ETCH-03,etch,particle,0.445,-89.05,-11.95,2024-03-04T15:08:57
D-0003233,W2403-0378,W2403-0378-W15,ETCH-03,etch,particle,0.4536,-135.97,-75.74,2024-03-04T16:32:57
D-0003234,W2403-0378,W2403-0378-W05,ETCH-03,etch,particle,0.2897,-123.08,-25.7,2024-03-04T15:41:57
D-0003235,W2403-0378,W2403-0378-W12,ETCH-03,etch,particle,0.2321,-82.94,-29.29,2024-03-04T15:41:57
D-0003236,W2403-0378,W2403-0378-W12,ETCH-03,etch,particle,0.2262,78.32,-74.34,2024-03-04T15:19:57
D-0003237,W2403-0378,W2403-0378-W11,ETCH-03,etch,particle,0.3379,131.17,117.49,2024-03-04T16:48:57
D-0003238,W2403-0378,W2403-0378-W08,ETCH-03,etch,particle,0.4697,73.72,-106.1,2024-03-04T17:01:57
D-0003239,W2403-0378,W2403-0378-W11,ETCH-03,etch,particle,0.2222,137.13,120.22,2024-03-04T16:51:57
D-0003240,W2403-0378,W2403-0378-W14,ETCH-03,etch,scratch,0.2317,23.56,-53.88,2024-03-04T14:15:57
D-0003241,W2403-0378,W2403-0378-W25,ETCH-03,etch,particle,0.2698,58.95,-121.79,2024-03-04T15:34:57
D-0003242,W2403-0378,W2403-0378-W15,ETCH-03,etch,etch_pit,0.3877,92.44,140.61,2024-03-04T15:29:57
D-0003243,W2403-0378,W2403-0378-W07,ETCH-03,etch,scratch,0.2843,58.49,-80.06,2024-03-04T16:37:57
D-0003244,W2403-0378,W2403-0378-W12,ETCH-03,etch,particle,0.2989,24.66,-53.74,2024-03-04T14:16:57
D-0003245,W2403-0378,W2403-0378-W14,ETCH-03,etch,particle,0.449,118.12,24.34,2024-03-04T14:44:57
D-0003246,W2403-0378,W2403-0378-W05,ETCH-03,etch,etch_pit,0.4178,-81.29,-104.92,2024-03-04T14:41:57
D-0003247,W2403-0378,W2403-0378-W13,ETCH-03,etch,void,0.3354,8.44,-49.37,2024-03-04T16:51:57
D-0003248,W2403-0378,W2403-0378-W11,ETCH-03,etch,void,0.3806,-106.48,-138.71,2024-03-04T14:13:57
D-0003249,W2403-0378,W2403-0378-W25,ETCH-03,etch,void,0.2381,62.61,13.22,2024-03-04T14:04:57
D-0003250,W2403-0379,W2403-0379-W04,IMP-02,implant,particle,0.0277,-64.24,81.86,2024-03-04T21:29:35
D-0003251,W2403-0379,W2403-0379-W08,IMP-02,implant,scratch,0.0433,78.66,-147.06,2024-03-04T20:27:35
D-0003252,W2403-0379,W2403-0379-W23,IMP-02,implant,etch_pit,0.066,-91.33,59.77,2024-03-04T18:37:35
D-0003253,W2403-0379,W2403-0379-W01,IMP-02,implant,bridge,0.0532,-65.02,-28.13,2024-03-04T19:31:35
D-0003254,W2403-0379,W2403-0379-W08,IMP-02,implant,void,0.0459,41.66,-105.28,2024-03-04T21:45:35
D-0003255,W2403-0379,W2403-0379-W15,IMP-02,implant,particle,0.0873,-68.67,-130.68,2024-03-04T21:53:35
D-0003256,W2403-0380,W2403-0380-W11,IMP-02,implant,etch_pit,0.0799,-98.45,118.76,2024-03-05T01:28:47
D-0003257,W2403-0380,W2403-0380-W08,IMP-02,implant,etch_pit,0.0836,38.02,19.49,2024-03-05T00:02:47
D-0003258,W2403-0380,W2403-0380-W03,IMP-02,implant,void,0.0772,11.64,-35.56,2024-03-04T22:29:47
D-0003259,W2403-0380,W2403-0380-W15,IMP-02,implant,void,0.0456,-138.03,31.08,2024-03-05T00:08:47
D-0003260,W2403-0380,W2403-0380-W24,IMP-02,implant,scratch,0.0652,18.72,-139.9,2024-03-05T01:01:47
D-0003261,W2403-0381,W2403-0381-W02,ETCH-03,etch,void,0.4219,116.96,26.72,2024-03-05T05:46:30
D-0003262,W2403-0381,W2403-0381-W13,ETCH-03,etch,void,0.3735,-75.29,44.84,2024-03-05T04:32:30
D-0003263,W2403-0381,W2403-0381-W19,ETCH-03,etch,particle,0.469,-63.32,-0.13,2024-03-05T04:40:30
D-0003264,W2403-0381,W2403-0381-W20,ETCH-03,etch,void,0.2922,-59.61,-34.06,2024-03-05T05:28:30
D-0003265,W2403-0381,W2403-0381-W23,ETCH-03,etch,bridge,0.3029,146.84,-43.23,2024-03-05T03:06:30
D-0003266,W2403-0381,W2403-0381-W24,ETCH-03,etch,particle,0.2767,101.6,-9.81,2024-03-05T05:17:30
D-0003267,W2403-0381,W2403-0381-W16,ETCH-03,etch,etch_pit,0.4973,108.77,-147.0,2024-03-05T03:34:30
D-0003268,W2403-0381,W2403-0381-W13,ETCH-03,etch,particle,0.2235,11.32,44.11,2024-03-05T04:16:30
D-0003269,W2403-0381,W2403-0381-W05,ETCH-03,etch,void,0.4219,-14.85,24.13,2024-03-05T05:57:30
D-0003270,W2403-0381,W2403-0381-W06,ETCH-03,etch,particle,0.4328,142.5,98.4,2024-03-05T05:16:30
D-0003271,W2403-0381,W2403-0381-W13,ETCH-03,etch,bridge,0.4493,-129.67,18.21,2024-03-05T04:39:30
D-0003272,W2403-0381,W2403-0381-W01,ETCH-03,etch,void,0.2274,31.7,130.91,2024-03-05T03:24:30
D-0003273,W2403-0381,W2403-0381-W14,ETCH-03,etch,bridge,0.3845,-128.74,-66.06,2024-03-05T04:54:30
D-0003274,W2403-0381,W2403-0381-W01,ETCH-03,etch,bridge,0.2388,-9.73,-134.4,2024-03-05T03:18:30
D-0003275,W2403-0381,W2403-0381-W05,ETCH-03,etch,particle,0.3337,-98.91,-141.81,2024-03-05T05:53:30
D-0003276,W2403-0382,W2403-0382-W15,IMP-02,implant,void,0.0493,-1.26,-134.17,2024-03-05T07:20:10
D-0003277,W2403-0382,W2403-0382-W22,IMP-02,implant,bridge,0.0207,-34.06,-110.43,2024-03-05T06:34:10
D-0003278,W2403-0382,W2403-0382-W04,IMP-02,implant,bridge,0.0441,46.5,70.1,2024-03-05T07:51:10
D-0003279,W2403-0382,W2403-0382-W10,IMP-02,implant,void,0.0871,-15.02,40.45,2024-03-05T08:41:10
D-0003280,W2403-0382,W2403-0382-W12,IMP-02,implant,void,0.0739,55.38,146.17,2024-03-05T09:38:10
D-0003281,W2403-0382,W2403-0382-W06,IMP-02,implant,particle,0.0383,94.15,102.6,2024-03-05T07:01:10
D-0003282,W2403-0382,W2403-0382-W12,IMP-02,implant,void,0.0784,68.34,20.54,2024-03-05T09:18:10
D-0003283,W2403-0382,W2403-0382-W22,IMP-02,implant,void,0.0326,9.13,50.73,2024-03-05T06:53:10
D-0003284,W2403-0383,W2403-0383-W02,IMP-01,implant,particle,0.0386,-22.52,73.61,2024-03-05T14:01:26
D-0003285,W2403-0383,W2403-0383-W24,IMP-01,implant,void,0.0611,-92.64,12.32,2024-03-05T12:55:26
D-0003286,W2403-0383,W2403-0383-W05,IMP-01,implant,etch_pit,0.0492,-1.0,2.86,2024-03-05T11:46:26
D-0003287,W2403-0383,W2403-0383-W16,IMP-01,implant,void,0.0291,108.27,34.04,2024-03-05T13:13:26
D-0003288,W2403-0383,W2403-0383-W22,IMP-01,implant,bridge,0.0366,14.92,-84.58,2024-03-05T11:34:26
D-0003289,W2403-0383,W2403-0383-W12,IMP-01,implant,void,0.0563,-9.04,-111.99,2024-03-05T12:03:26
D-0003290,W2403-0384,W2403-0384-W25,IMP-02,implant,particle,0.0164,-89.36,58.71,2024-03-05T15:28:36
D-0003291,W2403-0384,W2403-0384-W14,IMP-02,implant,bridge,0.0198,-35.31,-2.71,2024-03-05T16:50:36
D-0003292,W2403-0384,W2403-0384-W03,IMP-02,implant,bridge,0.087,22.41,-86.18,2024-03-05T15:24:36
D-0003293,W2403-0384,W2403-0384-W22,IMP-02,implant,particle,0.0602,-75.9,16.42,2024-03-05T16:45:36
D-0003294,W2403-0384,W2403-0384-W07,IMP-02,implant,particle,0.0613,9.05,4.65,2024-03-05T17:31:36
D-0003295,W2403-0385,W2403-0385-W12,DEP-02,deposition,scratch,0.0364,-50.22,-22.79,2024-03-05T18:51:34
D-0003296,W2403-0385,W2403-0385-W02,DEP-02,deposition,particle,0.064,82.11,135.92,2024-03-05T19:12:34
D-0003297,W2403-0385,W2403-0385-W16,DEP-02,deposition,void,0.0191,17.44,-28.84,2024-03-05T20:58:34
D-0003298,W2403-0385,W2403-0385-W19,DEP-02,deposition,scratch,0.0697,-112.58,-80.23,2024-03-05T18:50:34
D-0003299,W2403-0385,W2403-0385-W05,DEP-02,deposition,particle,0.0277,-17.73,-11.89,2024-03-05T19:58:34
D-0003300,W2403-0385,W2403-0385-W11,DEP-02,deposition,patterning_defect,0.0106,-76.2,45.0,2024-03-05T21:03:34
D-0003301,W2403-0385,W2403-0385-W24,DEP-02,deposition,etch_pit,0.0452,100.28,42.96,2024-03-05T18:22:34
D-0003302,W2403-0386,W2403-0386-W11,CMP-02,cmp,patterning_defect,0.0654,-1.51,-5.21,2024-03-06T00:12:33
D-0003303,W2403-0386,W2403-0386-W03,CMP-02,cmp,void,0.0263,123.56,50.46,2024-03-05T22:42:33
D-0003304,W2403-0386,W2403-0386-W10,CMP-02,cmp,bridge,0.0265,-75.2,126.65,2024-03-05T22:07:33
D-0003305,W2403-0386,W2403-0386-W03,CMP-02,cmp,bridge,0.0496,-139.57,26.11,2024-03-05T23:45:33
D-0003306,W2403-0386,W2403-0386-W06,CMP-02,cmp,particle,0.0317,-138.68,85.59,2024-03-05T23:25:33
D-0003307,W2403-0386,W2403-0386-W19,CMP-02,cmp,etch_pit,0.0399,42.81,146.56,2024-03-05T22:35:33
D-0003308,W2403-0387,W2403-0387-W09,ETCH-02,etch,scratch,0.0561,-27.73,-36.48,2024-03-06T05:27:53
D-0003309,W2403-0387,W2403-0387-W15,ETCH-02,etch,patterning_defect,0.0745,11.06,-52.3,2024-03-06T03:47:53
D-0003310,W2403-0387,W2403-0387-W19,ETCH-02,etch,etch_pit,0.0282,125.98,42.68,2024-03-06T03:14:53
D-0003311,W2403-0387,W2403-0387-W09,ETCH-02,etch,etch_pit,0.0148,64.62,-144.34,2024-03-06T02:42:53
D-0003312,W2403-0387,W2403-0387-W16,ETCH-02,etch,etch_pit,0.0574,-71.39,-91.5,2024-03-06T03:16:53
D-0003313,W2403-0387,W2403-0387-W19,ETCH-02,etch,scratch,0.0837,-148.58,104.54,2024-03-06T05:29:53
D-0003314,W2403-0387,W2403-0387-W03,ETCH-02,etch,void,0.0802,34.26,33.17,2024-03-06T04:44:53
D-0003315,W2403-0387,W2403-0387-W21,ETCH-02,etch,particle,0.0868,78.27,108.07,2024-03-06T04:35:53
D-0003316,W2403-0388,W2403-0388-W12,CMP-01,cmp,void,0.0863,-86.38,-57.61,2024-03-06T07:48:20
D-0003317,W2403-0388,W2403-0388-W21,CMP-01,cmp,particle,0.0171,64.56,-137.8,2024-03-06T06:28:20
D-0003318,W2403-0388,W2403-0388-W10,CMP-01,cmp,void,0.0416,42.62,110.45,2024-03-06T07:25:20
D-0003319,W2403-0388,W2403-0388-W10,CMP-01,cmp,etch_pit,0.0803,-100.91,-93.16,2024-03-06T07:05:20
